id,title,description,term,department,instructors,seats
SLLC468M,Special Topics in Film Studies II; Science Fiction Cinema: Masterworks,"Cross-listed with FILM459M. Credit only granted for: FILM459M or SLLC468M.

This online course will screen and study the most important masterworks in science fiction cinema. Themes and representative works may include space fantasy (Star Wars series, Alien series), futuristic world (Metropolis, Blade Runner, The Matrix, Dark City), alien intrusions (The Thing, The Invasion of the Body Snatchers, Fifth Elements, E.T.: The Extra-Terrestrial), time travel (Planet of the Apes, Back to the Future series, Terminator series, Stargate), disasters (Twelve Monkeys, Armageddon), mental powers(Star Trek, The Dead Zone, Phenomenon) biological science and mutations (Frankenstein, Jurassic Park, Gattaca, Junior, Godzilla, Them). We will also cover key concepts of Media Language, Audience, Institution, and Representation of Gender and Race.",202005,"School of Languages, Literatures and Cultures",Jason Kuo,30
RUSS201,Intermediate Russian I,"Prerequisite: RUSS102 or RUSS114; or must have appropriate Foreign Language Placement Test (FLPT) score.
Restriction: Must not be a native/fluent speaker of Russian.",202005,Russian,Zhanna Gerus-Vernola,15
RUSS386,Experiential Learning,"Restriction: Junior standing or higher; and permission of ARHU-School of Languages, Literatures, and Cultures department.",202005,Russian,Cynthia Martin,10
RUSS102,Intensive Elementary Russian II,"Prerequisite: RUSS101 or RUSS102; and must have appropriate Foreign Language Placement Test (FLPT) score.
Restriction: Must not be a native/fluent speaker of Russian.
Credit only granted for: RUSS102 or (RUSS113 and RUSS114).",202005,Russian,Instructor: TBA,15
RUSS499,Independent Study in Russian,,202005,Russian,,0
RUSS409A,Selected Topics in Russian Language Study; Advanced Russian Grammar for Reading,"Prerequisite: RUSS 102 or higher. Course is intended to help students improve their reading skills by focusing on syntax and fundamental structures (such as participles) encountered in common written texts. The main focus will be on reading the contemporary Russian media sources, but students will be encouraged to read other genres related to their individual interests. Students level will be assessed at the beginning of the course so that assignments may be individualized as appropriate.",202005,Russian,Cynthia Martin,15
RUSS101,Intensive Elementary Russian I,"Prerequisite: Must have appropriate Foreign Language Placement Test (FLPT) score.
Restriction: Must not be a native/fluent speaker of Russian.
Credit only granted for: RUSS101 or (RUSS111 and RUSS112).",202005,Russian,Instructor: TBA,15
RUSS289I,The Power of the Word: Freedom of Speech in the U.S. and Russia,"The central theme of Russian 287 is the abiding human propensity to ask questions, to use language to pursue inquiry. To be a ""critical thinker,"" one must develop the habit and discipline of asking questions and challenging assumptions. Through a comparative approach to the US and Russian experiences, we will explore the role of language and its power in different political and social systems. We will explore such questions as: Why is free speech so fiercely defended in a democracy and such a threat to totalitarianism? What is the relationship between free speech, political power and dissent? Is the pen still mightier than the sword, even in the nuclear age? What has shaped our current attitudes toward freedom of expression? How has the concept of political free speech been extended to include freedom of expression in general, such as in the creative arts? What role do new technologies play in the arena of free speech debates? We will explore how freedom of speech and expression has been defended or its suppression justified in the US and Russia. We will practice the art of questioning and constructing counter-arguments throughout the course.",202005,Russian,Cynthia Martin,30
RUSS202,Intermediate Russian II,"Prerequisite: RUSS201; or must have appropriate Foreign Language Placement Test (FLPT) score.
Restriction: Must not be a native/fluent speaker of Russian.",202005,Russian,Zhanna Gerus-Vernola,15
RUSS398G,Selected Topics in Russian Language and Literature; Russian Grammar,"Prerequisite: RUSS 102 or higher. Course covers the basic grammatical categories of conjugations and declensions, including analysis of aspect, case usage. Students level will be assessed at the beginning of the course so that assignments may be individualized as appropriate.",202005,Russian,Cynthia Martin,15
ECON644,Empirical Analysis II: Introduction to Economic Models,Prerequisite: ECON643.,202005,Economics,Maksim Belenkiy,24
ECON306,Intermediate Microeconomic Theory & Policy,"Prerequisite: 1 course with a minimum grade of C- from (ECON200, AREC250); and minimum grade of C- in ECON201. And 1 course with a minimum grade of C- from (MATH120, MATH130, MATH136, MATH140); or must have completed MATH220 with a minimum grade of C-.
Credit only granted for: ECON306, ECON326, AREC489M, or AREC326.",202005,Economics,Catalina Morales; Mario Leccese,110
ECON326,Intermediate Microeconomic Analysis,"Prerequisite: Minimum grade of C- in ECON200, ECON201, and MATH141.
Restriction: Must be in Economics Bachelor of Science program.
Credit only granted for: ECON306, ECON326, AREC326, or AREC489M.",202005,Economics,Erika Domotor,30
ECON799,Master's Thesis Research,,202005,Economics,,0
ECON672,Program Analysis and Evaluation,Prerequisite: ECON641 and ECON645.,202005,Economics,Tomas Monarrez Palma,27
ECON463,Economics of Sports,"Prerequisite: 1 course with a minimum grade of C- from (ECON306, ECON326); and 1 course with a minimum grade of C- from (ECON230, BMGT230, ECON321, STAT400).
Restriction: Must be in Economics Bachelor of Arts program.",202005,Economics,Nicholas Montgomery,25
ECON434,The Economics of Information and Uncertainty,"Prerequisite: 1 course with a minimum grade of C- from (ECON306, ECON326); and 1 course with a minimum grade of C- from (ECON230, BMGT230, ECON321, STAT400).
Restriction: Must be in one of the following programs (Economics Bachelor of Arts; Economics Bachelor of Science).
Credit only granted for: ECON498U or ECON434.
Formerly: ECON498U.",202005,Economics,Richard Stahnke,45
ECON422,Econometrics I,"Prerequisite: 1 course with a minimum grade of C- from (ECON325, ECON326); and 1 course with a minimum grade of C- from (STAT400, ECON321).
Restriction: Must be in Economics Bachelor of Science program.
Credit only granted for: ECON422, ECON424, or AREC422.",202005,Economics,Xue Song,30
ECON455,Economics of Education Policy,"Prerequisite: 1 course with a minimum grade of C- from (ECON306, ECON326); and 1 course with a minimum grade of C- from (ECON230, BMGT230, ECON321).
Restriction: Must be in Economics Bachelor of Arts program.
Credit only granted for: ECON468E or ECON455.
Formerly: ECON468E.",202005,Economics,George Zuo,25
ECON414,Game Theory,"Prerequisite: 1 course with a minimum grade of C- from (ECON306, ECON326); and 1 course with a minimum grade of C- from (ECON230, BMGT230, ECON321, STAT400).
Restriction: Must be in one of the following programs (Economics Bachelor of Arts; Economics Bachelor of Science).
Credit only granted for: CMSC474, ECON414, GVPT399A or GVPT390.",202005,Economics,Ece Yegane; Elif Osun,60
ECON642,Topics in Applied Macroeconomics,Restriction: Must be in M.Prof.Studies: Applied Economics program; or permission of BSOS-Economics department.,202005,Economics,Arto Kovanen,23
ECON340,International Economics,"Prerequisite: Minimum grade of C- in ECON200 and ECON201.
Credit only granted for: ECON340 or ECON441.",202005,Economics,Zu Yao Hong; Stefania Scandizzo,60
ECON454,Public Finance and Public Policy,"Prerequisite: Minimum grade of C- in ECON326; and 1 course with a minimum grade of C- from (ECON321, STAT400).
Restriction: Must be in Economics Bachelor of Science program.",202005,Economics,Luke Pardue,25
ECON423,Econometrics II,"Prerequisite: Minimum grade of C- in ECON422.
Restriction: Must be in Economics Bachelor of Science program.",202005,Economics,John Soriano,30
ECON399,Independent Study in Economics,Prerequisite: six hours of upper division economics courses.,202005,Economics,,0
ECON898,Pre-Candidacy Research,,202005,Economics,,0
ECON230,Applied Economic Statistics,"Prerequisite: Must have math eligibility of MATH113 or higher; or 1 course with a minimum grade of C- from (MATH107, MATH110). And minimum grade of C- in ECON200 and ECON201.
Recommended: Students should already have basic familiarity with Microsoft Excel or similar spreadsheet software.
Restriction: Must be in Economics Bachelor of Arts program.
Credit only granted for: BIOM301, BMGT230, CCJS200, ECON230, ECON321, EDMS451, GEOG306, GEOL351, GVPT422, INST314, JOUR405, PSYC200 or SOCY201. (These courses do not necessarily meet the same major requirements-check with your advisor to see which of these courses will count for your major).",202005,Economics,Nathalie Gonzalez,40
ECON181,Putting a Price on the Environment: An Economist's Perspective on Sustainability,"How does society balance the benefits of environmental protection and preservation against the costs? Though some might say that the environment is priceless, economists recognize that every action involves trade-offs. This course investigates sustainability through comparing costs and benefits. From this perspective, other questions arise: How can we design policies that incentivize sustainable choices? Why might usual market functioning fail to achieve sustainability? Do we need to put a price on the environment in order to protect it? How do we measure an economy's ""success""? This course explores the answers to these and other related questions from an economist's perspective.",202005,Economics,Kartikeya Batra,19
ECON315,Economic Development of Underdeveloped Areas,"Prerequisite: Minimum grade of C- in ECON200 and ECON201.
Credit only granted for: ECON315 or ECON416.",202005,Economics,Tomohiro Hara,30
ECON698,Selected Topics in Economics,,202005,Economics,John Shea,10
ECON899,Doctoral Dissertation Research,,202005,Economics,,0
ECON200,Principles of Microeconomics,"Prerequisite: MATH107 or MATH110; or must have math eligibility of MATH113 or higher.
Credit only granted for: ECON200, AREC240, or AREC250.
Additional information: It is recommended that students complete ECON200 before taking ECON201.",202005,Economics,Elena Ramirez; Anusuya Sivaram,130
ECON386,Experiential Learning,"Prerequisite: ECON201 and ECON200.
Restriction: Permission of BSOS-Economics department; and must be in a major within the BSOS-Economics department; and minimum cumulative GPA of 2.5; and junior standing or higher.",202005,Economics,,0
